PARK_ID,RINK_ID,NAME,ADDRESS,WARD,ALTERNATE_NAME,MAJOR_CROSSSTREETS,FACILITY,PUBLIC_CHANGE_SPACE,BOARDS_Y_N,BOARDS_TYPE,TOILET,LIGHTS_TYPE,RINK_TYPE,SUPERVISION,ICE_MAINTENANCE,PARK_ADDRESS_FR,INSTALLATION_FR,SPACE_CHANGEMENT_PUBLIQUE_FR,PANNEAUX_Y_N_FR,PANNEAUX_FR,TOILETTE_FR,LUMI?RES_FR,PATINOIRE_TYPE_FR,SUPERVISION_FR,NAME_FR,OPEN_2012,Latitude,Longitude
701,164,ROY PARK,6210 MEADOWGLEN DR Gloucester,2,,Meadowglen/Orleans,NONE,,YES,TEMP,no,NONE,RINK with Puddle,NO,City,"6210, prom MEADOWGLEN",None,,Oui,Temp,Non,Non,patinoire avec flaque,Non,PARC ROY,Y,45.44922028280,-75.53095911960
321,139,DELORME PARK,6591 DELORME AVE Gloucester,2,,Des epinettes/Delmore,NONE,,NO,NONE,no,NONE,Puddle,NO,City,"6591, av DELORME",None,,Non,Non,Non,Non,flaque,Non,PARC DELORME,Y,45.45714658460,-75.51079551070
1005,168,ST. FRANCOIS PARK,1855 SIMARD DR Gloucester,2,,Orleans/Boyer,NONE,,YES,TEMP,no,NONE,RINK with Puddle,NO,City,"1855, prom SIMARD",None,,Oui,Temp,Non,Non,patinoire avec flaque,Non,PARC ST-FRANCOIS,Y,45.45160594900,-75.51909769250
67,132,BARRINGTON PARK,1705 ORLEANS BLVD Gloucester,2,,Barrington /Beasejour,TRAILER,YES,YES,PERM,NO,PERM,RINK with Puddle,YES,Community,"1705, boul ORLEANS",Trailer,Oui,Oui,Perm,Non,Oui,patinoire avec flaque,Oui,PARC BARRINGTON,Y,45.45746666890,-75.52233333360
1053,158,PIERRE ROCQUE PARK,1257 JOSEPH DROUIN AVE Gloucester,1,,St. Joseph/Saint Pierre,COMMUNITY CENTER,,YES,TEMP,YES,PERM,Rink with Puddle,NO,City,"1257, av JOSEPH DROUIN",Centre communautaire,,Oui,Temp,Oui,Oui,patinoire avec flaque,Non,PARC PIERRE-ROCQUE,Y,45.47584768060,-75.52487930910
460,145,GLEN PARK,1766 GREY NUNS DR Gloucester,1,,St. Joseph/Grey Nuns,NONE,,NO,NONE,no,PERM,Puddle,NO,City,"1766, prom GREY NUNS",None,,Non,Non,Non,Oui,flaque,Non,PARC GLEN,Y,45.46908140250,-75.53639056070
386,141,FALLINGBROOK PARK,681 DEANCOURT CRES Cumberland,1,,Princess Lousie/Deancourt,SCHOOL,,YES,PERM,YES,PERM,RINK with Puddle,YES,Community,"681, crois DEANCOURT",?cole,,Oui,Perm,Oui,Oui,patinoire avec flaque,Oui,PARC FALLINGBROOK,Y,45.48120188190,-75.48792916830
501,151,LOUIS PERRAULT PARK,6250 BEAUSEJOUR DR Gloucester,2,,Beausejour/Hunter's Run,NONE,,NO,NONE,no,NONE,Double Surface (End Boards),NO,City,"6250, prom BEAUSEJOUR",None,,Non,Non,Non,Non,surface double (conseils de fin),Non,PARC LOUIS-PERRAULT,Y,45.45806439660,-75.53146069600
1195,48,BAYSHORE PARK,175 WOODRIDGE CRES Nepean,7,,Carling/Acres,COMMUNITY BUILDING,YES,YES,PERM,YES,PERM,RINK with Puddle,YES,Community,"175, crois WOODRIDGE",Installation communautaire,Oui,Oui,Perm,Oui,Oui,patinoire avec flaque,Oui,PARC BAYSHORE,Y,45.35092994280,-75.80981774610
498,64,LAKEVIEW PARK,62 HORNER DR Nepean,7,,Carling/Corkstown,TRAILER - NEPEAN,YES,YES,TEMP,NO,PERM,RINK with Puddle,YES,Community,"62, prom HORNER",Trailer,Oui,Oui,Temp,Non,Oui,patinoire avec flaque,Oui,PARC LAKEVIEW,Y,45.34605303820,-75.82401701390
918,199,PINEVIEW PARK,1465 RIDGEBROOK DR Gloucester,11,,Maxime/Ridgebrook,(NONE) NO TRAILER,NO,YES,PERM,NO,PERM,Rink,NO,City,"1465, prom RIDGEBROOK",Aucon,Non,Oui,Perm,Non,Oui,patinoire,Non,PARC PINEVIEW,Y,45.42319616450,-75.60470240980
1680,137,CASSIA CIRCLE PARK,1876 CASSIA CIRCLE Cumberland,1,"Cardinal Creek, Springridge",Trim/Springridge,NONE,,YES,TEMP,NO,NONE,Puddle (End Boards),NO,Community,"1876, cercle CASSIA",None,,Oui,Temp,Non,Non,flaque (conseils de fin),Non,PARC CASSIA CIRCLE,Y,45.48110284040,-75.46536390100
1174,71,MOLOUGHNEY PARK,30 WESSEX RD Nepean,3,Charlie Conacher,Greenbank/Strandherd,COMMUNITY BUILDING,YES,YES,TEMP,YES,PERM,Rink,YES,Community,"30, ch WESSEX",Installation communautaire,Oui,Oui,Temp,Oui,Oui,patinoire,Oui,PARC MOLOUGHNEY,Y,45.27330338380,-75.75185487690
670,194,MARQUIS PARK,1913 MARQUIS AVE Gloucester,11,Beacon Hill,Ogilive/Montreal,NONE,NO,NO,NONE,NO,PERM,Puddle,NO,City,"1913, av MARQUIS",None,Non,Non,Non,Non,Oui,flaque,Non,PARC MARQUIS,Y,45.44572450830,-75.60046047800
587,190,LA VERENDRYE PARK,625 LAVERENDRYE DR Gloucester,11,,Ogilvie/La Verendrye,NONE,NO,NO,NONE,NO,PERM,Puddle,NO,City,"625, prom LAVERENDRYE",None,Non,Non,Non,Non,Oui,flaque,Non,PARC LA V?RENDRYE,Y,45.45527656850,-75.60540315070
357,186,EASTVALE PARK,740 EASTVALE DR Gloucester,11,,Ogilive/Rockcliffe,FIELDHOUSE,YES,YES,PERM,NO,PERM,RINK with Puddle,YES,City,"740, prom EASTVALE",Pavillon,Oui,Oui,Perm,Non,Oui,patinoire avec flaque,Oui,PARC EASTVALE,Y,45.45908331330,-75.59804999110
271,181,COMBERMERE PARK,11 COMBERMERE LANE Gloucester,11,,Blair/Rockcliffe,SHACK,YES,YES,TEMP,NO,PERM,RINK with Puddle,YES,City,"11, lane COMBERMERE",Cabane,Oui,Oui,Temp,Non,Oui,patinoire avec flaque,Oui,PARC COMBERMERE,Y,45.45931666900,-75.61420000000
2,66,LESLIE PARK,31 ABINGDON DR Nepean,8,,Greenbank/Baseline,SHACK,YES,YES,TEMP,NO,PERM,Rink,YES,Community,"31, prom ABINGDON",Cabane,Oui,Oui,Temp,Non,Oui,patinoire,Oui,PARC LESLIE,Y,45.33437173910,-75.78811078420
42,46,ARNOLD PARK,46 ARNOLD DR Nepean,8,,Moodie/Arnold,NONE,NO,NO,NONE,NO,NONE,Puddle,NO,City,"46, prom ARNOLD",None,Non,Non,Non,Non,Non,flaque,Non,PARC ARNOLD,Y,45.31269983170,-75.82476701730
1080,67,LYNWOOD PARK,7 SYCAMORE DR Nepean,8,,Moodie/Robertson,COMMUNITY BUILDING,YES,YES,TEMP,YES,PERM,RINK with Puddle,YES,Community,"7, prom SYCAMORE",Installation communautaire,Oui,Oui,Temp,Oui,Oui,patinoire avec flaque,Oui,PARC LYNWOOD,Y,45.31944864250,-75.82120258990
36,45,ARBEATHA PARK,105 ARBEATHA ST Nepean,8,,Moodie/Richmond,NONE,NO,NO,NONE,NO,NONE,Puddle,NO,City,"105, rue ARBEATHA",None,Non,Non,Non,Non,Non,flaque,Non,PARC ARBEATHA,Y,45.31604942760,-75.82326205830
1056,195,NEW EDINBURGH PARK,193 STANLEY AVE Old Ottawa,13,,Crichton/Mackay,COMMUNITY BUILDING,YES,NO,NONE,YES,PERM,Double Surface,YES,Community,"193, av STANLEY",Installation communautaire,Oui,Non,Non,Oui,Oui,surface double,Oui,PARC NEW EDINBURGH,Y,45.43860951250,-75.68548925880
1163,113,MCKELLAR PARK,539 WAVELL AVE Old Ottawa,15,,Wavell/Crossfield,FIELDHOUSE,,NO,NONE,YES,TEMP,Double Surface,YES,Community,"539, av WAVELL",Pavillon,,Non,Non,Oui,Oui,surface double,Oui,PARC MCKELLAR,Y,45.38347969770,-75.76526133090
468,210,ARNOTT PARK,691 HARTMAN CRES Old Ottawa,16,,Fielding/Hartman,TRAILER,YES,NO,NONE,NO,PERM,Double Surface,YES,Community,"691, crois HARTMAN",Trailer,Oui,Non,Non,Non,Oui,surface double,Oui,PARC ARNOTT,Y,45.36183273210,-75.68067250440
1050,148,JEANNE D'ARC PARK,1155 ST. MORITZ CRT Gloucester,1,,Jeanne D'arc/Voyageur,NONE,,YES,PERM,no,PERM,Rink with Puddle,NO,Community,"1155, cour ST. MORITZ",None,,Oui,Perm,Non,Oui,patinoire avec flaque,Non,PARC JEANNE-D'ARC,Y,45.47401666910,-75.54578333270
1076,134,MARCEL BERIAULT PARK,1691 SUNVIEW DR Gloucester,2,,Des Epinettes/Jeanne D'arc,NONE,,NO,NONE,no,NONE,Puddle,NO,City,"1691, prom SUNVIEW",None,,Non,Non,Non,Non,flaque,Non,PARC MARCEL-BERIAULT,Y,45.46361836950,-75.51398297690
1323,150,LONGLEAF PARK,5831 GLADEWOODS PL Gloucester,2,,Orleans/Longleaf,NONE,,YES,TEMP,NO,NONE,Rink,NO,City,"5831, place GLADEWOODS",None,,Oui,Temp,Non,Non,patinoire,Non,PARC LONGLEAF,Y,45.44043774010,-75.53332486160
1004,167,SILVERBIRCH PARK,6105 SILVERBIRCH ST Gloucester,2,,Orleans/Silverbirch,NONE,,YES,PERM (?),NO,NONE,Rink,NO,City,"6105, rue SILVERBIRCH",None,,Oui,Perm,Non,Non,patinoire,Non,PARC SILVERBIRCH,Y,45.44336839350,-75.52869031940
474,221,HEATHERINGTON PARK,1560 HEATHERINGTON RD Old Ottawa,10,,Albion Rd.N/Heatherington,TRAILER,YES,NO,NONE,NO,TEMP,Double Surface,YES,Community,"1560, ch HEATHERINGTON",Trailer,Oui,Non,Non,Non,Oui,surface double,Oui,PARC HEATHERINGTON,Y,45.37339079890,-75.64830060350
806,227,MCCARTHY PARK,3320 PAUL ANKA DR Old Ottawa,16,,McCarthy/Paul Anka,TRAILER,YES,YES,TEMP,NO,PERM,RINK with Puddle,YES,Community,"3320, prom PAUL ANKA",Trailer,Oui,Oui,Temp,Non,Oui,patinoire avec flaque,Oui,PARC MCCARTHY,Y,45.35126321200,-75.67292708220
522,109,JACK PURCELL PARK,320 JACK PURCELL LANE Old Ottawa,14,,Elgin/Frank,TRAILER,,YES,TEMP,YES,TEMP,RINK with Puddle,YES,Community,"320, lane JACK PURCELL",Trailer,,Oui,Temp,Oui,Oui,patinoire avec flaque,Oui,PARC JACK-PURCELL,Y,45.41511409620,-75.68916430520
307,238,SAWMILL CREEK POOL PARK,3380 D'AOUST AVE Gloucester,10,,D'Aoust/Timbermill,NONE,NO,YES,TEMP,NO,PERM,RINK with Puddle,NO,Community,"3380, av D'AOUST",None,Non,Oui,Temp,Non,Oui,patinoire avec flaque,Non,PARC SAWMILL CREEK POOL,Y,45.34989624050,-75.63564459380
903,21,MARCH CENTRAL COMMUNITY CENTER,1030 RIDDELL DR Kanata,5,,Riddell/Dunrobin,NONE,NO,YES,PERM,NO,PERM,Rink,NO,Community,"1030, prom RIDDELL",None,Non,Oui,Perm,Non,Oui,patinoire,Non,CENTRE COMMUNAUTAIRE MARCH CENTRAL,Y,45.37641666910,-75.95538333380
273,84,NORTH GOWER RA / ALFRED TAYLOR RECREATION FACILITY,2300 COMMUNITY WAY Rideau,21,North Gower,4th Line/Roger Stevens,COMMUNITY CENTER,,YES,TEMP,YES,YES,Rink,NO,Community,"2300, voie COMMUNITY",Centre communautaire,,Oui,Temp,Oui,Oui,patinoire,Non,CENTRE RA DE NORTH GOWER / INSTALLATION R?CR?ATIVE ALFRED-TAYLOR,Y,45.13061293410,-75.71117337500
889,91,CARSONBY (HARRY CRAIG CENTRE),6047 PRINCE OF WALES DR Rideau,21,Harry Craig ?,Carsonby/Prince of whales,SHACK,,YES,PERM,NO,YES,RINK with Puddle,NO,Community,"6047, prom PRINCE OF WALES",Cabane,,Oui,Perm,Non,Oui,patinoire avec flaque,Non,CENTRE HARRY-CRAIG,Y,45.17456083080,-75.71556863610
407,85,ASHTON COMMUNITY PARK (CAVANAGH COMMUNITY CENTRE PARK),8930 FLEWELLYN RD Goulbourn,21,Cavanagh Community Center,aston Station Rd/Flewellyn,FIELDHOUSE,,YES,TEMP,YES,YES,Rink,NO,Community,"8930, ch FLEWELLYN",Pavillon,,Oui,Temp,Oui,Oui,patinoire,Non,PARC FORESTVIEW,Y,45.15806666930,-76.02934999970
1102,9,DUNROBIN COMMUNITY CENTRE,1145 THOMAS A. DOLAN PKWY West Carleton,5,,Thomas Dolan/Dunrobin,COMMUNITY CENTER,YES,YES,PERM,YES,PERM,Rink,YES,Community,"1145, pkwy THOMAS A. DOLAN",Centre communautaire,Oui,Oui,Perm,Oui,Oui,patinoire,Oui,CENTRE COMMUNAUTAIRE DUNROBIN,Y,45.42169271920,-76.02566927440
541,13,HUNTLEY COMMUNITY CENTRE,108 JUANITA AVE West Carleton,5,Carp,Varley/Beaverbrook,FIELDHOUSE,YES,YES,PERM,YES,PERM,Rink,NO,Community,"108, av JUANITA",Pavillon,Oui,Oui,Perm,Oui,Oui,patinoire,Non,CENTRE COMMUNAUTAIRE HUNTLEY,Y,45.34973625470,-76.03931691840
558,18,KINBURN COMMUNITY CENTRE,3045 KINBURN SIDE RD West Carleton,5,,Kinburn/Loggers,FIELDHOUSE,YES,YES,PERM,YES,PERM,Rink,YES,Community,"3045, ch KINBURN SIDE",Pavillon,Oui,Oui,Perm,Oui,Oui,patinoire,Oui,CENTRE COMMUNAUTAIRE KINBURN,Y,45.39361368970,-76.18680795180
310,12,GALETTA COMMUNITY CENTRE,119 DARWIN ST West Carleton,5,,Marchady/Galetta,COMMUNITY BUILDING,YES,YES,PERM,YES,PERM,Rink,YES,Community,"119, rue DARWIN",Installation communautaire,Oui,Oui,Perm,Oui,Oui,patinoire,Oui,CENTRE COMMUNAUTAIRE DE GALETTA,Y,45.42517003500,-76.26048990620
970,172,YVES CHENIER PARK,3585 SARSFIELD RD Cumberland,19,,Colonial/Sarsfield,COMMUNITY CENTER,,YES,PERM,YES,PERM,Rink,YES,Community,"3585, ch SARSFIELD",Centre communautaire,,Oui,Perm,Oui,Oui,patinoire,Oui,PARC YVES-CHENIER,Y,45.44050133490,-75.34257963660
519,108,IONA PARK,223 IONA ST Old Ottawa,15,,Byron/Hilson,SHACK,,NO,NONE,YES,TEMP,Double Surface,YES,Community,"223, rue IONA",Cabane,,Non,Non,Oui,Oui,surface double,Oui,PARC IONA,Y,45.39208204290,-75.74220844850
653,121,OSGOODE COMMUNITY CENTRE,5660 OSGOODE MAIN ST Osgoode,20,,Main/Vance,COMMUNITY BUILDING,YES,YES,TEMP,YES,PERM,Rink,NO,Community,"5660, rue OSGOODE MAIN",Installation communautaire,Oui,Oui,Temp,Oui,Oui,patinoire,Non,CENTRE COMMUNAUTAIRE OSGOODE,Y,45.14683861290,-75.60137068040
630,231,PIKE PARK,131 LORRY GREENBERG DR Old Ottawa,10,,Finland/Lorry Greenberg,TRAILER,YES,YES,TEMP,NO,TEMP,RINK with Puddle,YES,Community,"131, prom LORRY GREENBERG",Trailer,Oui,Oui,Temp,Non,Oui,patinoire avec flaque,Oui,PARC PIKE,Y,45.36690000220,-75.62671666680
1010,204,SANDY HILL PARK AND COMMUNITY CENTRE,250 SOMERSET ST Old Ottawa,12,,Somerset/Sweetland,FIELDHOUSE,YES,YES,TEMP,YES,TEMP,RINK with Puddle,YES,Community,"250, rue SOMERSET",Pavillon,Oui,Oui,Temp,Oui,Oui,patinoire avec flaque,Oui,PARC ET CENTRE COMMUNAUTAIRE C»TE-DE-SABLE,Y,45.42207355100,-75.67714289180
34,187,FAIRFIELD PARK,49 APPLEFORD ST Gloucester,11,,Ogilive/Elmridge,FIELDHOUSE,YES,YES,TEMP,NO,PERM,RINK with Puddle,YES,Community,"49, rue APPLEFORD",Pavillon,Oui,Oui,Temp,Non,Oui,patinoire avec flaque,Oui,PARC FAIRFIELD,Y,45.44146971060,-75.60633737600
126,5,BLUEGRASS PARK,59 BLUEGRASS DR Kanata,23,,Equestrian/Eagleson,SCHOOL,NO,YES,PERM,NO,PERM,Rink,NO,Community,"59, prom BLUEGRASS",?cole,Non,Oui,Perm,Non,Oui,patinoire,Non,PARC BLUEGRASS,Y,45.28581040040,-75.85977872630
525,188,JASMINE PARK,2040 JASMINE CRES Gloucester,11,,Ogilvie/Jasmine,FIELDHOUSE,YES,YES,TEMP,NO,PERM,Double Surface (End Boards),YES,City,"2040, crois JASMINE",Pavillon,Oui,Oui,Temp,Non,Oui,surface double (conseils de fin),Oui,PARC JASMINE,Y,45.44092349480,-75.59327220370
356,173,ACRES PARK,2193 EAST ACRES RD Gloucester,11,,Montreal/Ogilvie,NONE,NO,NO,NONE,NO,PERM,Puddle,NO,City,"2193, ch EAST ACRES",None,Non,Non,Non,Non,Oui,flaque,Non,PARC ACRES,Y,45.44732014990,-75.58850340750
518,62,INVERNESS PARK,76 INVERNESS AVE Nepean,9,,Meadowlands Dr. East/ Inverness,COMMUNITY BUILDING,YES,YES,TEMP,YES,PERM,RINK with Puddle,YES,Community,"76, av INVERNESS",Installation communautaire,Oui,Oui,Temp,Oui,Oui,patinoire avec flaque,Oui,PARC INVERNESS,Y,45.35865567780,-75.72202649980
206,28,CLARENCE MAHERAL PARK,183 OLD COLONY RD Kanata / 170 CASTLEFRANK RD Kanata,23,,Terry Fox/Castlefrank,FIELDHOUSE,YES,YES,PERM,YES,PERM,RINK with Puddle,NO,Community,"170, ch CASTLEFRANK",Pavillon,Oui,Oui,Perm,Oui,Oui,patinoire avec flaque,Non,PARC CLARENCE MAHERAL,Y,45.28959018970,-75.87855768470
507,14,HUNTSMAN PARK,38 HUNTSMAN CRES Kanata,23,,Carp/Juanita,NONE,NO,YES,TEMP,NO,PERM,Rink,NO,Community,"38, crois HUNTSMAN",None,Non,Oui,Temp,Non,Oui,patinoire,Non,PARC HUNTSMAN,Y,45.27993333600,-75.86108333370
1302,22,MATTAWA PARK,94 STEEPLE CHASE DR Kanata,23,,Steeplechase/Bridlewood,NONE,NO,YES,TEMP,NO,BOTH,Rink,NO,Community,"94, prom STEEPLE CHASE",None,Non,Oui,Temp,Non,Oui,patinoire,Non,PARC MATTAWA,Y,45.30036560940,-75.85569459670
999,35,SHETLAND PARK,24 SHETLAND WAY Kanata,23,,Eagleson/Palimino,NONE,NO,NO,NONE,NO,NONE,Puddle,NO,Community,"24, voie SHETLAND",None,Non,Non,Non,Non,Non,flaque,Non,PARC SHETLAND,Y,45.29814219760,-75.86521970850
687,44,YOUNG'S POND PARK,177 MCCURDY DR Kanata,23,,Terry Fox/Hazaldean,NONE,NO,NO,NONE,NO,NONE,Puddle,NO,Community,"177, prom MCCURDY",None,Non,Non,Non,Non,Non,flaque,Non,PARC YOUNG'S POND,Y,45.29914105230,-75.89803001300
49,60,GRENFELL GLEN PARK,53 AVONLEA RD Nepean,9,,Woodroffe/Glenfell,TRAILER - NEPEAN,YES,YES,TEMP,NO,PERM,RINK with Puddle,YES,Community,"53, ch AVONLEA",Trailer,Oui,Oui,Temp,Non,Oui,patinoire avec flaque,Oui,PARC GRENFELL GLEN,Y,45.31576666920,-75.73106666630
739,72,NANAIMO  PARK,48 NANAIMO DR Nepean,8,,Richmond/Nanaimo,FIELDHOUSE,YES,YES,TEMP,NO,PERM,RINK with Puddle,NO,Community,"48, prom NANAIMO",Pavillon,Oui,Oui,Temp,Non,Oui,patinoire avec flaque,Non,PARC NANAIMO,Y,45.34273374660,-75.79912722390
1097,30,ROLAND MICHENER PARK,989 TERON RD Kanata,4,,Beaverbrook/Teron,NONE,NO,NO,NONE,NO,NONE,Puddle,NO,Community,"989, ch TERON",None,Non,Non,Non,Non,Non,flaque,Non,PARC ROLAND-MICHENER,Y,45.32778312540,-75.89384121470
27,56,COUNTRY PLACE PARK,83 AMBERWOOD CRES Nepean,9,,Fallowfield/Merivale,FIELDHOUSE,YES,YES,TEMP,NO,PERM,RINK with Puddle,YES,Community,"83, crois AMBERWOOD",Pavillon,Oui,Oui,Temp,Non,Oui,patinoire avec flaque,Oui,PARC COUNTRY PLACE,Y,45.32105811250,-75.70780941700
597,68,MAKI PARK,19 LEEMING DR Nepean,7,,Carling/Bedale,COMMUNITY BUILDING,YES,YES,TEMP,YES,PERM,RINK with Puddle,YES,Community,"19, prom LEEMING",Installation communautaire,Oui,Oui,Temp,Oui,Oui,patinoire avec flaque,Oui,PARC MAKI,Y,45.34995057250,-75.83276311220
